,Betweenness Centrality,Closeness Centrality,Degree Centrality,Eigenvector Centrality,Clustering Coefficient,PageRank
safe,0.004625898029086037,0.39941544043539606,0.1400454201362604,0.005723505990878402,0.00023633645879967576,0.0021069320358103666
everyday,0.0002220299139113432,0.349286092014807,0.0116073681554378,4.3749050440114925e-05,0.00015293405589954915,9.721915159446584e-05
msm,7.416286072512679e-06,0.30526883376983516,0.004289679535705274,0.00030232117355765185,0.0005445181570535253,7.318509356592721e-05
investigation,0.00015451414267615335,0.34169684428349717,0.021196063588190765,0.0028182706169505387,0.0003311930486070928,0.00022127889349931988
spotted,1.0284720669154678e-06,0.30079696394686906,0.0032803431743628564,0.00011049378680938426,0.000377959821862157,6.13859476158875e-05
storm,0.007444915740771248,0.4045115851791365,0.16603583144082765,0.003087546423969308,0.00015091467510057905,0.0024535263702006463
forget,0.00024299006554544708,0.37930704441041346,0.024728740852889224,0.00027873391053607176,0.00030556048317982034,0.00020183918956456564
hear,0.001320591455255872,0.3955879417049311,0.06636386575826395,0.004191925397020311,0.00026803751912687186,0.000528512852046665
serving,7.05130603505323e-05,0.33496745837207337,0.008074690890739339,5.443290620862218e-05,0.0003314843477334496,0.00012605308559398765
injury,0.0004569521916365419,0.3700971236458723,0.03785011355034065,0.007545140793716066,0.0003559180406474953,0.00042397435860838895
sadness,5.363451357898234e-05,0.3434439726146113,0.00757002271006813,0.0002166144127022258,0.0002889628070990971,8.450892601304204e-05
suncorp,6.860914380571713e-07,0.2716430187127288,0.0020186727226848347,2.587519631391025e-05,0.0008942062313062534,7.071079950468376e-05
pet,0.000392687010732336,0.36175262437243266,0.03583144082765582,0.000974699571996628,0.00030476624198351,0.0003311887364073081
zayn,1.9797674750591724e-06,0.32206420154408777,0.0047943477163764825,0.00023414375957255706,0.0007805042661788859,0.00013366871878340672
grows,3.3625814610252684e-05,0.3090058479532164,0.0040373454453696694,6.184259245448817e-05,0.0007068709489617668,7.740051900124055e-05
mb,5.159067957250158e-05,0.3342047562826784,0.006813020439061317,3.832069587361266e-05,0.00024230067967934317,8.516371889706717e-05
something,0.0007447662823331891,0.38539336769425264,0.05576583396416856,0.0010428999800432253,0.00023899000551412197,0.00040871875753406285
stuck,0.0003256503972704103,0.3742563037113986,0.031037093111279335,0.0003927519672272577,0.00030702005031674163,0.00022791397620868303
heroism,1.208420301029908e-05,0.32738537794299877,0.005046681806712087,0.00018590551525878273,0.0004457893720939135,7.461901205022624e-05
tree,0.0009669863087123726,0.38780702612780116,0.04718647489275801,0.00044095754428835594,0.0001637021284678482,0.00038851773194878046
justice,0.00014753242103679283,0.3527369826435247,0.010093363613424174,0.0004214000503224107,0.00019259863765738158,0.00010003286717722283
tax,7.117259777814345e-05,0.35142325086459164,0.014635377239465052,0.0003085703474024259,0.00041577431628611513,0.00022912991247413657
forgiveness,0.0,0.29126855798912243,0.001514004542013626,5.585804819515992e-05,0.001058532403402993,6.0488986602686166e-05
elbow,0.00029877301090822496,0.36043656207366986,0.02271006813020439,0.0001217813702541833,0.0002020195663043163,0.00021015400465396563
pastor,1.299117340913448e-05,0.3253694581280788,0.003785011355034065,0.00020567929793628988,0.0007501454926601322,6.692430271206798e-05
aww,2.5002821394498302e-05,0.3212027881342195,0.004542013626040878,3.68436346478059e-05,0.00031272544415453897,6.024923207566298e-05
brown,5.4319714517138876e-05,0.33985078466683816,0.008579359071410548,8.70173028456806e-05,0.0002921848096059879,9.190825853672336e-05
nick,3.1030718793019267e-06,0.3050573473943499,0.003028009084027252,2.8476281617668333e-05,0.0003508374835925413,0.00010805036040619707
perspective,9.51285521291936e-05,0.36623232603271416,0.012616704516780217,0.0010725454539724877,0.0004388436609407787,0.00010236756140007683
placing,4.962966304302806e-06,0.31043396522011596,0.0047943477163764825,8.72814795674552e-05,0.00040916120512350825,7.021372064602664e-05
laurel,5.47005194504792e-07,0.2879877915849139,0.0025233409033560434,0.000573019187029931,0.0008223696143210896,7.446357618560607e-05
amen,7.233638609626257e-05,0.3573811885652448,0.0055513499873832955,0.0001832829219851405,0.0004725267868760801,5.3969885433641105e-05
youre,0.0012343058750382857,0.39048182086905114,0.07342922028766086,0.0017294699281915032,0.00022133381033405695,0.0006123397092424609
funny,0.0004940592371506923,0.38438409311348204,0.0345697703759778,0.00046015617286652294,0.00027936460817236413,0.00031170903180607407
bad,0.003168634831250384,0.3951934583167132,0.0989149634115569,0.002388727709563359,0.0002458018546586865,0.0009400365370278666
touched,0.00011899626212340269,0.3531770786917387,0.014130709058793843,0.0002412184197888154,0.0003955128391640902,0.00011806483597308218
acting,1.8159825840473263e-05,0.3356483442025917,0.0055513499873832955,2.7838337284990854e-05,0.0002851260757750778,6.342108844140157e-05
countryman,0.0005278344320775421,0.2877159866414985,0.0025233409033560434,0.0011463104998606039,0.0013788255986530544,0.00010945800633417726
negativity,4.9006748377561544e-08,0.28694518861776847,0.0017663386323492304,5.215827171039861e-05,0.00077133520641858,8.007958430882064e-05
gone,0.001056970105219979,0.38887253458934357,0.04239212717638153,0.0008674810543115166,0.00020979533969136315,0.00031798261092824085
horrific,8.327989940292056e-05,0.3576714801444043,0.022457734039868785,0.002721289672098298,0.0005275457257280994,0.00023115192470936428
deadly,0.0009688353185449282,0.36961387800783435,0.04996214988644966,0.013450433059637851,0.0004221796690157352,0.0008080440526292426
federal,0.0008455027275141448,0.36589419259532824,0.03835478173101186,0.004227175671639174,0.00023670048721372478,0.0006295956781193915
mood,3.849702013126273e-05,0.33886276186404446,0.006560686348725713,0.00013151597594853926,0.0003075637357771582,6.401743160077493e-05
zombie,3.7560916746827844e-05,0.3331932066588196,0.005299015897047691,0.00018243858029763673,0.0003303727364680001,6.49349084076273e-05
inside,0.0011624869841301987,0.3809478035182159,0.04920514761544285,0.0007002302518818167,0.00021881435214751645,0.0003731067000972324
supposedly,1.628001690189342e-05,0.3392398561890087,0.004289679535705274,0.00019107681905215643,0.0005621012751858943,5.432011668866499e-05
hurting,8.168837255353257e-06,0.3304152076038019,0.0058036840777189,0.00013263110523377015,0.0005012115040449537,7.224244470738632e-05
express,0.00016493501961559553,0.3564810650355312,0.010345697703759777,7.789160314087678e-05,0.00019229861482547092,9.46178985970981e-05
wide,0.00015697915751089876,0.36951048951048954,0.013626040878122634,0.00029468803037648505,0.00035201971750129695,0.00019119389101721317
highschool,0.0,0.024660244922341697,0.000757002271006813,1.988381518795911e-05,0.010915883764204675,0.0001482794328729915
goodness,1.4994563477491608e-05,0.34487860064398224,0.006560686348725713,0.0003344226206380826,0.0003954719361389427,6.973335285114172e-05
truth,7.039467291007215e-05,0.3515167642362959,0.007317688619732526,0.00011218242369681994,0.00027021336638107326,6.846505754732533e-05
chinatown,2.3376828060977105e-05,0.33892072179936716,0.0055513499873832955,1.336788626691371e-05,0.00020652672946359777,6.11526986450344e-05
declaration,1.6845596227230404e-06,0.3207348656523147,0.0027756749936916477,0.00016211323228951352,0.0006840836365359115,5.6555986317399116e-05
dear,0.00015886351526709876,0.36765933760089065,0.019934393136512744,0.000389407035284109,0.0004382456784965007,0.000144954910115662
crash,1.8674692363882414e-05,0.3350240933299518,0.0063083522583901085,0.0007297871312393122,0.00048728532590590096,8.143790995799333e-05
saturday,0.0001856517765504619,0.36175262437243266,0.01968205904617714,0.00014451896756420402,0.0002255166269168231,0.00014712042745045723
chase,1.0628269293161904e-05,0.3311053555017128,0.008579359071410548,0.0002522391357220755,0.0002859773609998857,9.618892838195898e-05
guide,3.0658935825522865e-05,0.32986515731646415,0.008074690890739339,6.369314515450926e-05,0.0003206454018127695,8.069382861410448e-05
blamed,3.158314642440869e-05,0.3417852522639069,0.012112036336109008,0.0006632022589292588,0.0004881202132621643,0.00042685862303939944
b,0.0022560523174507833,0.3996974281391831,0.050719152157456475,0.0003066162869039093,0.00013209428275782022,0.0003415954482023446
internet,0.0002755279349579934,0.3629120879120879,0.025485743123896037,0.00042539469989801563,0.00021800664063514544,0.00021629806231959655
bowness,0.00011700303607799846,0.348702155741311,0.019429724955841533,0.00019283588224358586,0.00018992778391264029,0.00016417655702293153
housing,4.99038558613092e-06,0.3247562074899615,0.010093363613424174,0.0003795683695304833,0.0005792719736474143,0.00019883461267690517
whole,0.0008423753034837962,0.38727645851656406,0.041635124905374715,0.0010515033427030203,0.0002539813231081255,0.0003085498232933229
green,0.00017471518389420998,0.3547896150402865,0.015897047691143074,0.0002808876054630439,0.0001521748128398651,0.00015299975380568545
murder,2.479860103724382e-05,0.3267645118733509,0.004289679535705274,0.0001660755425631176,0.00034533672078400975,6.16294457147637e-05
destroyed,0.0005243908151622922,0.3819759036144578,0.04516780217007318,0.0034352963902785057,0.00036260751451466897,0.0005434736373180866
faith,0.00012911687833426372,0.3419032007592097,0.008831693161746153,4.273821975667035e-05,0.000275255314649815,8.241424601748378e-05
apple,2.247667540075027e-05,0.31180173092053504,0.0070653545293969215,2.877800782040447e-05,0.0001857343720515589,9.236357152187375e-05
liberty,5.330484726620043e-05,0.33906570841889117,0.006056018168054504,5.3533878380117554e-05,0.00016856118339421714,6.668230046268621e-05
voter,1.6435419899834915e-05,0.3253160400591036,0.005046681806712087,5.049150825297889e-05,0.0002584634579523268,6.522017706255985e-05
feeding,2.2919429986737492e-05,0.3357336496103016,0.007317688619732526,8.400032275447593e-05,0.0002814737865098197,6.957748796623532e-05
troop,3.909404100603089e-05,0.32939905244784307,0.00757002271006813,7.24858585075294e-05,0.0004634637814331888,0.0001479781457084563
package,3.310765043180918e-05,0.3388337893296854,0.007317688619732526,0.00045110522150860783,0.0003519443321414771,8.304054013176347e-05
cute,1.1834674789069469e-05,0.33033258314578645,0.0055513499873832955,2.8019480994417114e-05,0.0003421969777483592,6.52891731601743e-05
dam,4.028073190884305e-05,0.36586041358936483,0.012112036336109008,0.0001904623193839773,0.000301417613883942,0.0001888335196067413
folk,0.0005907129848088088,0.38720078163165605,0.040373454453696694,0.002784847108039552,0.0003438806113738556,0.00031261270229879744
halfstaff,3.672392336305422e-07,0.3068762583242992,0.003028009084027252,0.0004961502915385757,0.0011424215109394516,6.48018947865202e-05
homeland,4.884578140091466e-05,0.3383997950644693,0.0070653545293969215,6.147451774083388e-05,0.00016777491722576535,8.113424315253948e-05
ph,2.1606974304007535e-05,0.32633399209486164,0.003785011355034065,1.4623769940012366e-05,9.467516927168934e-05,5.642469688966024e-05
torrential,2.913438263758967e-05,0.32454344443534516,0.00933636134241736,0.0007507549637026144,0.0007655883706293704,0.0003754107055496192
harder,2.1250359937648895e-05,0.3309670953733088,0.0063083522583901085,4.4024508951687114e-05,0.0002048624544326641,6.687235488852153e-05
raise,0.0007963562185925621,0.3758535660091047,0.03330809992429977,0.0007876755796217657,0.0002978343405310781,0.0004106041777419503
iraq,3.712854549721728e-05,0.3290435071404849,0.011859702245773405,0.0010287836802866537,0.0004229287426190192,0.00013559894454459422
ahs,1.8419318650840534e-05,0.31951947109570267,0.0055513499873832955,1.6701701834185486e-05,0.0001684160769761433,6.39611447871073e-05
animal,0.0009384566002086183,0.37757240853658536,0.03608377491799142,0.0005218090040467193,0.0002738431425079005,0.0003091143588779573
presidential,6.883458361418115e-05,0.32852524247699577,0.009084027252081756,9.725929726028077e-05,0.0002498322842796774,0.0001008008048097401
fighting,5.650627327516006e-05,0.3476620756206685,0.01514004542013626,0.00026683331361150554,0.0003075775401590566,0.0001193892130030767
grow,1.0023823482265854e-05,0.318466730954677,0.0055513499873832955,0.0001729428745211568,0.0002147644898315756,6.543152519737381e-05
unclear,2.6132239833064812e-05,0.33650335399507514,0.006056018168054504,0.00025249075933397153,0.0003327717010225035,6.720021572280189e-05
grieving,3.637221511333891e-05,0.35101860053144374,0.00757002271006813,0.00019417403940318837,0.0005289471600665947,6.803337390069783e-05
four,0.00013287664283607482,0.35641694396978146,0.02195306585919758,0.001828002886938793,0.0007971209213727238,0.0006216820400917821
bullshit,3.416944891371128e-05,0.3342611336032389,0.007317688619732526,0.00033895204843304637,0.0004033230520563417,7.263696405586392e-05
simply,3.5621467242178504e-05,0.3287978096739401,0.010598031794095382,0.0002419445155298248,0.0002677288617347751,9.207468279572342e-05
midwest,4.606889703183989e-05,0.3335858585858586,0.008579359071410548,0.00011748011922323901,0.0002654748196975607,8.115212407262416e-05
hotel,0.0002920154841371815,0.36711440481704494,0.02043906131718395,0.0001098335681680188,0.00012661950395314963,0.00015717709439795128
drama,7.301017971292754e-06,0.31532463399108845,0.0027756749936916477,3.6181119270375583e-05,0.0005048192853762157,7.05099112065252e-05
saw,0.0007506514876243473,0.38072821596695167,0.03810244764067625,0.002766093794438717,0.0002598581432414697,0.00026559865906596595
bay,0.00017911803062207774,0.3359043905746737,0.011355034065102194,0.0001684166341519647,0.00041174856318727414,0.00019685818990608473
assist,0.0002246623978982466,0.3554260089686099,0.03204642947262175,0.0016519510197984626,0.000402112421349798,0.0004110665565236897
cried,8.761725797497598e-06,0.32133300900024325,0.005046681806712087,1.1950474304352596e-05,0.0002415548761151813,5.956777845831635e-05
hall,0.00016436364929412628,0.35236062950120034,0.013121372697451426,0.0001552218807704146,0.00020376633120378014,0.00011070416735018562
goin,5.2473358969265084e-05,0.35117412494461675,0.011102699974766591,5.205809520781053e-05,0.0002990674261153095,8.944801332114771e-05
trouble,5.021503825493372e-05,0.35142325086459164,0.008579359071410548,5.809163463724368e-05,0.00037513609392619444,7.473247748632981e-05
lincoln,1.9247496946496022e-05,0.318466730954677,0.005299015897047691,3.120913452353044e-05,0.00022547128802334493,8.328172506030993e-05
manager,7.179193536285492e-06,0.30756693830034926,0.0040373454453696694,1.507574335422331e-05,0.00015159906687111112,5.900683513686024e-05
cunt,5.057451061994696e-06,0.31150762458732906,0.003785011355034065,1.7607895429393782e-05,0.00015909791376558064,5.56993648520809e-05
bow,0.0008042497916331038,0.3611262985237835,0.03330809992429977,0.00022036422129420883,0.00016381172652243394,0.00033821248215424807
coward,1.0142006817454122e-05,0.3093193880736809,0.0035326772646984608,0.00012847583946624762,0.00035828591825222563,5.7769235336951067e-05
trending,3.988234365044416e-05,0.3588698723173051,0.012112036336109008,0.0004168608298662464,0.0004177918180146989,0.00013186979305200575
survive,0.00020509031953907608,0.36889137112538395,0.015392379510471864,0.00014130386686877496,0.0003114072787793748,0.0001245622289300022
ch,3.037191201656344e-05,0.33880482174916643,0.006056018168054504,0.00014351031322608348,0.0003201134874851127,6.638416992606089e-05
course,0.00043385056335867286,0.3643802868701729,0.023467070401211203,0.00029225862642168985,0.0002188899014840927,0.00017956906489109367
mercy,7.754251084775851e-05,0.36871976181615185,0.009588695432752965,0.00012723990833571932,0.00036333685068968365,7.522244867290903e-05
believing,3.316736494070772e-05,0.3427904160539746,0.0058036840777189,6.997909205436241e-05,0.00027093433532691556,6.266846121378037e-05
environment,3.121639763175525e-05,0.323167251080486,0.004542013626040878,1.1884733852393167e-05,0.00017312791249640217,5.5631132922819666e-05
ag,6.873578931291632e-06,0.31323110970597534,0.003785011355034065,2.6157062125976446e-05,0.0003429385732222263,6.477533805567594e-05
short,0.00022820812865203838,0.3505528527200354,0.0174110522331567,0.00013155937244233398,0.00018673926117481125,0.00014507564377966826
durant,6.899599928309282e-05,0.3366462793068298,0.016654049962149885,0.00020307730854630336,0.00041425131694180063,0.00040327545289634096
pla,3.4771043528575648e-06,0.2913970588235294,0.0020186727226848347,0.0004525967254611761,0.0012516581719514226,4.533132936745288e-05
custody,4.49820517587399e-05,0.329426433915212,0.013626040878122634,0.0018596761596235735,0.0007049254577795036,0.00023691856213763958
connection,0.00021849096245062327,0.36099471670613953,0.019934393136512744,0.0011601569333243912,0.00033071440004926804,0.00017262772917986708
labor,4.29437446545108e-06,0.31838997348758735,0.0058036840777189,0.0003586761439985937,0.0010070027771824643,0.0003558790154346245
path,0.0005055511048476802,0.38116764451284024,0.039111784002018674,0.0010023856616127346,0.0003201721905710923,0.00046974358051977223
bomb,0.00770146443028936,0.40233502538071064,0.151148120111027,0.026000422714130153,0.00015052721631498948,0.002401085810371194
mid,4.2525011023040996e-06,0.3308289506636614,0.003785011355034065,1.6107793357822976e-05,0.00028641342743497507,5.92593048322918e-05
shipping,3.4499726383525875e-05,0.3239862655330281,0.005046681806712087,4.356525490974039e-05,0.00038319059292386305,6.781037488145651e-05
film,0.00011829722076673974,0.35873992939259525,0.011102699974766591,0.0002644383345669968,0.0002363221295824456,9.367472784409033e-05
formed,1.9796153943317017e-06,0.31633141762452105,0.004289679535705274,3.1145223915471926e-05,0.0004748563171836575,6.367475561151083e-05
task,1.9216149383471227e-05,0.32863421510904717,0.006813020439061317,0.0001942811669000766,0.0003951620990635789,8.323796938158533e-05
oklahoman,5.743341386746831e-05,0.3393269971744156,0.012869038607115822,4.797707239878276e-05,0.00017609397885898735,0.00011253611699284526
ohio,4.2623354819599e-05,0.34383133784487246,0.007822356800403735,5.534503746247065e-05,0.0004323538743154236,7.898369067401737e-05
pick,0.00030267826155070787,0.3644137931034483,0.020691395407519554,0.00011070486313509358,0.0002732888838379008,0.00014589810098582579
enforcement,0.000573944093900682,0.35520301156224793,0.016149381781478678,0.0006856665586730333,0.0004533238853057094,0.0003298204693983933
sued,9.855611759493105e-08,0.28270794692538165,0.0017663386323492304,0.0010099521036815227,0.0024605585995291484,5.955003957156898e-05
starbucks,0.00020052456903066492,0.3338668913226622,0.007822356800403735,5.547747733221373e-05,0.000270828117244487,0.00011596984807251673
receiving,9.73757763296795e-06,0.31833882239537314,0.0047943477163764825,2.7271779560153467e-05,0.0002702470197912135,5.924192783755136e-05
nyc,0.001569216195563061,0.38708732174252786,0.0643451930355791,0.0008040236692199476,0.00015824570406692529,0.00044958683765941284
zoo,5.134113581989218e-05,0.34078596611918477,0.014635377239465052,0.00015235478105109224,0.0002993000512530684,0.00014727701960561823
heartbreaking,0.000336645269645562,0.37517750639023006,0.025738077214231644,0.0005516366620741869,0.00036716481514760866,0.00018594303962402673
sunshine,0.0005912302296087117,0.3351941131692464,0.012112036336109008,0.00015942540435900438,0.0003577097346760477,0.00025907494923312746
dinner,8.487436855527508e-06,0.33445860410161193,0.006813020439061317,3.058985857864389e-05,0.00037613086849251143,7.82974428202214e-05
paper,0.00011876877188881678,0.3527055891776433,0.012364370426444612,0.00011102445958181285,0.00020736767905463313,0.00010865219216553616
warned,5.270632625030779e-05,0.33627492575307594,0.00984102952308857,0.00012929133323303962,0.00032673405940781685,0.00015190270489849787
manhunt,0.00024954835071948,0.3451489287580561,0.02498107494322483,0.002520356815578939,0.0003780168082785568,0.00034990374518152053
kansa,4.547788067988918e-05,0.3359328642875307,0.004542013626040878,4.550230924502569e-05,0.0003706287242292541,5.490211137728802e-05
staff,0.0007040393539405578,0.3892927308447937,0.03608377491799142,0.00026801306534432673,0.00021782155725143154,0.0002525198769178041
purpose,1.2628085763174789e-05,0.3291528239202658,0.005046681806712087,3.699025255367129e-05,0.0002322660986626602,6.301783434265274e-05
limited,3.690428225414244e-06,0.32321996574504525,0.005299015897047691,1.1923893401334973e-05,0.00019801269971693672,6.646501423403606e-05
followed,3.092839809602565e-05,0.3324385538125996,0.008579359071410548,0.0009223547004751227,0.00035215233428400916,8.975832362154035e-05
completely,0.00040277737687798937,0.3711716774374824,0.03028009084027252,0.0002908063750393497,0.0001964661539066082,0.0002850204802740049
student,0.0008603612915789146,0.3816815949147645,0.04617713853141559,0.0009720142679494119,0.0001654733762434422,0.00042357699919345557
ended,3.511004522799605e-05,0.3272772318110496,0.008074690890739339,5.8406262136368774e-05,0.00026717185647970787,9.390845112599089e-05
yellow,1.3632782222030939e-05,0.3283619189659458,0.005046681806712087,0.00011691922957973217,0.0003503675294682727,6.528784338585828e-05
finish,0.0003391976735967497,0.3681716833890747,0.03128942720161494,0.0027325195962350658,0.00033615037415955106,0.000387102693187886
handle,9.506039915451004e-06,0.3320485965647256,0.0063083522583901085,8.522172100195356e-05,0.0003748111461740271,7.09325031806647e-05
trying,0.0011949595742163847,0.37829324169530354,0.057532172596517786,0.001128069397709315,0.00019265125444093169,0.0004578506962926558
sandra,8.318214417803715e-06,0.3182621265660135,0.005046681806712087,9.520201133472548e-05,0.00045568651534625424,6.371559248520228e-05
aussie,3.7125331824125646e-05,0.328008607846383,0.01337370678778703,0.00014306947287769773,0.00029494553049880565,0.0001249794474487381
af,5.350000696017902e-05,0.33961779072756876,0.0058036840777189,0.00030367886662939156,0.0003561355150081994,6.104396682261028e-05
suburb,0.00014917734542953034,0.3400840985154038,0.017663386323492306,0.00037666121311192885,0.00037539340488038715,0.00023294213906320486
total,9.977756887443277e-05,0.358350664617054,0.01387837496845824,0.00020375303692112735,0.00029367739363328325,0.00012999433135982237
blue,0.0001429101527231465,0.3519538188277087,0.01514004542013626,0.00014607486347904144,0.00018606189384755886,0.00014285581374448328
capacity,1.4952137876071407e-05,0.3180322606532381,0.0035326772646984608,3.610047008570801e-06,0.00011701007622214217,6.107783805875444e-05
experienced,3.373701095024095e-05,0.33428932939687894,0.006056018168054504,4.406120647066456e-05,0.0003424153658736687,6.592531043431385e-05
graphic,8.537660026244129e-05,0.34732690622261175,0.012112036336109008,0.00045546510663667627,0.00043457133449136974,0.0001095313947171947
western,0.0002081844574571002,0.35517117763039974,0.022205399949533182,0.00048773415774303215,0.0003459978591844516,0.00022346784880300245
heat,4.83451917516052e-05,0.3392108191389198,0.010345697703759777,0.00012600160161808767,0.00030778225068242197,0.00010669898303953385
nap,1.0134276044052523e-05,0.322509765625,0.005299015897047691,0.0001690351215763114,0.00014415405216762289,6.082581029239804e-05
jones,3.097408983759093e-05,0.31650826611293026,0.0070653545293969215,0.00010508863016564416,0.00016703429489264824,7.4213043999761e-05
kill,0.0010966787807732271,0.3850563544500583,0.04340146353772395,0.003817669367753085,0.000354146342333289,0.00047850884508984277
industry,3.6674643653318546e-05,0.32571710364099615,0.008327024981074942,9.72783790539073e-05,0.00015650862481626714,9.386962963605749e-05
senseless,1.3076759479259576e-05,0.32006137942174123,0.006056018168054504,5.148628294103875e-05,0.00023732730503752265,7.838179469020173e-05
indoors,6.26523116202754e-05,0.3546308724832215,0.009588695432752965,0.00010893999580241182,0.0003376739128114827,9.067404722773521e-05
gunfire,4.1385844774684305e-05,0.3193392425463336,0.006560686348725713,0.001272541569770653,0.0005441272183235078,9.30698115136543e-05
ice,8.273449301304491e-05,0.34154959924157546,0.012112036336109008,8.544470558017486e-05,0.00020321940582485612,0.00012482169295609987
phase,3.421154477160697e-06,0.31197354955522316,0.003785011355034065,3.3819043548412e-05,0.0004399621031865188,6.1004590516451724e-05
occurred,0.00012818443671440332,0.363078332569858,0.012616704516780217,0.0018619224464828154,0.0005358477020548165,0.00011242064952491005
child,0.0014737588211631665,0.39078986293264967,0.07797123391370174,0.001725983234326084,0.00021968481667943485,0.0008985006111641947
youtube,0.0001964546796072478,0.35873992939259525,0.014383043149129447,0.0008239133271750268,0.00027127086114229397,0.00013126097430528094
operation,0.00033174015062450074,0.3707896706586826,0.02371940449154681,0.0005005703629559938,0.00023895493205779104,0.00022457224519490705
hour,0.0022172563595982005,0.3912142152023692,0.08579359071410547,0.0018347355586750991,0.00017608110162514281,0.0007142244426872223
heard,0.0008425959389496201,0.3839372214687076,0.04718647489275801,0.002640132890152165,0.0002643194220154433,0.00034025975819929077
winched,0.0,0.10576178911691708,0.0010093363613424174,4.688020318856714e-06,0.0017560603342849756,7.318024055154713e-05
somebody,7.802723077216971e-05,0.34169684428349717,0.008074690890739339,5.895748280978154e-05,0.00019325217998990746,7.34862533348268e-05
reminded,1.9136113627882325e-05,0.3422575351930218,0.006560686348725713,8.491435356231469e-05,0.0004527140283676652,6.618794800153209e-05
landfill,8.686180014454594e-06,0.3023575188830396,0.0025233409033560434,6.360573110496584e-06,0.0001707746475761367,5.0763434222030255e-05
islamic,4.125340225431773e-05,0.3322713171795087,0.006560686348725713,0.0001121772010697616,0.00031146779236947754,7.503065952827373e-05
mowbray,0.0,0.2834358460878272,0.0012616704516780217,4.588190463853176e-05,0.0017812222219820138,6.5513611018786e-05
explosionmidwest,2.3548382789982094e-05,0.08020481269352978,0.0010093363613424174,0.0011058774494105271,0.0020133428361824783,0.0001499759982385235
bob,4.8841773554351836e-05,0.3292348591841821,0.008579359071410548,8.982309048515673e-05,0.00026574746460949756,8.063843502561594e-05
put,0.0014170253678644808,0.3891016200294551,0.06611153166792834,0.0011624664216645967,0.00022339947802107248,0.0004986239235425479
remaining,1.589069219187367e-05,0.3340920586747597,0.006560686348725713,0.000316404093494506,0.00035616366849188733,7.299824689993399e-05
rubber,4.257738187293006e-06,0.3319651532920087,0.004542013626040878,1.718403516708398e-05,0.0002462018499945977,7.393236210675307e-05
frame,3.0577284852185077e-06,0.3136029120835641,0.0027756749936916477,0.00010448091946385186,0.00039415835600294937,5.669447206040166e-05
worse,0.0006398459032876264,0.3808379780895637,0.04213979308604592,0.000971507222330648,0.00030671755779748336,0.00030932629752624487
runner,0.0007087833243311935,0.3726725597141245,0.03810244764067625,0.0032382788115126833,0.0002492160333550031,0.0003926289289600943
relative,5.225744344181286e-06,0.3180322606532381,0.004289679535705274,0.00011503252526064582,0.0006015078714663417,7.37412322974122e-05
ridge,4.6441209466969355e-05,0.3465675557498907,0.008831693161746153,2.6484791113626678e-05,0.00018417238414135967,9.200619469674341e-05
stream,0.00010718510876614623,0.3445787322841492,0.011859702245773405,0.00029386266461398585,0.00041887965349254815,0.00014878193368889273
cp,1.883725912103469e-05,0.3360468074281353,0.005299015897047691,8.929572619444036e-05,0.00020649807903824058,7.177322749632548e-05
clothing,4.895997995890832e-05,0.3358189983899669,0.0070653545293969215,3.9244432605886395e-05,0.00020686679527663558,7.527297314831033e-05
wan,0.0002747444636586928,0.3789443488238669,0.021700731768861975,0.0002513230871368764,0.0003961480003213282,0.0002184027836987976
continued,5.5120576400516415e-05,0.3651524923984152,0.010598031794095382,0.0001040469024954528,0.0002790478464786467,9.010091906176541e-05
identify,3.6584099619127896e-05,0.3325780463242699,0.011355034065102194,0.00043642337915965557,0.00040250279882079315,0.0001576355744030064
anything,0.0007414742074605576,0.3842350203606748,0.03885944991168307,0.0006716771216266747,0.00021987374793578027,0.00030200477933755817
forward,0.00019886723490026447,0.366638912017763,0.014635377239465052,0.00020354542251561713,0.00029815223125703526,0.0001281802677991425
came,0.0004617026404680908,0.37635327635327637,0.030027756749936917,0.0006236345063037567,0.00028761242244163167,0.0002150243562760958
content,2.1417695018322325e-05,0.33030505084180695,0.006560686348725713,0.00011903156609681295,0.00020391706026777362,8.424902536519478e-05
none,1.0907651453565631e-05,0.3329412753087457,0.009084027252081756,0.000478422607638747,0.0005974498478242025,0.0001365237893693499
extended,3.4773609415415186e-05,0.3296730721237834,0.007317688619732526,6.028811167542342e-05,0.0002496630498959504,0.00010558920183130043
john,0.00019786687008000866,0.37295313382269907,0.01337370678778703,0.0001348129591241294,0.0002518586933610179,0.00012598575736770724
facility,7.612501303847876e-05,0.3417263085280676,0.0116073681554378,0.0015782833095714273,0.00023436249227683082,0.00011256917228428257
radius,2.2976884237699827e-05,0.3214894134825992,0.006560686348725713,9.516547915118271e-05,0.00026626813893693016,8.29457245035791e-05
kxxvtv,0.0,0.2825668449197861,0.001514004542013626,2.3703989091650468e-05,0.0011063369510307065,6.30067596173574e-05
business,0.0011532747290470685,0.38803485753451483,0.058036840777189,0.0014158547044158967,0.0002163338603570827,0.0005349913758420893
shoe,0.00011582887430862984,0.34617400419287214,0.010093363613424174,5.3984023791431895e-05,0.0001673573888208193,8.841288693758146e-05
nephew,1.555785891755436e-05,0.32282502443792765,0.0070653545293969215,0.00028170750762698566,0.00034438488226415435,7.951968985365155e-05
battery,6.289350088142025e-05,0.33999656829100894,0.01690638405248549,0.00011343167768930325,0.00015067593696985415,0.00017395327539209164
